team,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,BOS,2022020546,BOS,OTT,AWAY,20221227,Team Level,5on5,0.6286,0.6238,0.6338,3394.0,31.993,3.046,2.183,7.74,1.096,17.492,13.443,2.999,3.137,3.089,37.0,8.0,18.0,63.0,2.0,2.0,1.0,13.0,1.0,12.0,15.0,35.0,43.0,2.0,4.0,30.0,20.0,1.0,7.0,36.0,6.0,3.0,1.319,0.776,0.952,0.0,2.0,0.0,63.534,45.0,45.181,3.0,0.454,0.475,0.475,3.025,3.124,3.093,19.543,1.8,1.345,4.246,0.613,10.255,7.741,1.751,1.73,1.683,20.0,6.0,12.0,38.0,1.0,2.0,0.0,6.0,0.0,7.0,10.0,19.0,25.0,3.0,6.0,17.0,40.0,5.0,8.0,17.0,9.0,0.0,0.624,1.177,0.0,0.0,1.0,0.0,37.364,26.0,25.722,7.0,0.278,0.231,0.231,1.847,1.777,1.757
BOS,BOS,2022020546,BOS,OTT,AWAY,20221227,Team Level,4on5,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.728,0.615,0.389,1.044,0.14,2.528,1.283,0.561,0.615,0.561,5.0,1.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.162,0.215,0.238,1.0,0.0,0.0,6.0,6.0,6.0,0.0,0.096,0.238,0.238,0.473,0.473,0.442
BOS,BOS,2022020546,BOS,OTT,AWAY,20221227,Team Level,5on4,0.7154,0.9444,0.9333,360.0,9.664,0.186,0.962,2.418,0.351,6.179,3.904,0.183,0.186,0.183,10.0,4.0,3.0,17.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,10.0,14.0,0.0,0.0,4.0,0.0,0.0,1.0,14.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,17.0,14.0,14.0,0.0,0.253,0.057,0.057,0.382,0.382,0.375,0.792,0.074,0.04,0.128,0.022,0.206,0.529,0.074,0.074,0.074,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.009,0.0,0.0,0.083,0.083,0.083
BOS,BOS,2022020558,BOS,NJD,AWAY,20221228,Team Level,other,0.838,0.3333,0.4,253.0,3.241,2.048,0.187,0.369,0.072,0.601,0.722,1.914,2.048,1.914,2.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.048,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.051,0.392,0.392,1.708,1.708,1.699,3.812,0.396,0.36,0.777,0.18,2.994,1.292,0.38,0.396,0.38,4.0,2.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,0.084,0.312,0.0,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.09,0.173,0.173,0.313,0.313,0.293
BOS,BOS,2022020558,BOS,NJD,AWAY,20221228,Team Level,all,0.5261,0.4194,0.4583,3600.0,31.996,4.578,2.271,7.013,1.05,16.57,12.517,4.342,4.739,4.498,27.0,17.0,8.0,52.0,3.0,5.0,0.0,5.0,1.0,9.0,21.0,24.0,41.0,3.0,9.0,32.0,18.0,3.0,16.0,28.0,10.0,6.0,0.745,1.285,2.549,0.0,1.0,2.0,54.409,44.0,45.946,7.0,0.505,0.93,0.93,4.154,4.313,4.284,37.224,4.123,2.772,9.168,1.364,20.556,14.016,3.599,3.953,3.451,31.0,21.0,20.0,72.0,1.0,8.0,0.0,8.0,2.0,16.0,17.0,30.0,51.0,4.0,11.0,20.0,15.0,18.0,17.0,36.0,12.0,4.0,1.34,1.607,1.177,0.0,0.0,1.0,69.505,52.0,50.485,9.0,0.587,1.359,1.359,3.352,3.211,2.991
BOS,BOS,2022020558,BOS,NJD,AWAY,20221228,Team Level,5on5,0.4027,0.4,0.4304,2941.0,24.833,2.447,1.689,5.621,0.812,13.089,10.342,2.351,2.608,2.507,21.0,13.0,8.0,42.0,2.0,3.0,0.0,5.0,0.0,7.0,17.0,19.0,32.0,2.0,7.0,26.0,13.0,2.0,13.0,22.0,10.0,2.0,0.662,1.285,0.5,0.0,1.0,1.0,44.409,34.0,35.946,7.0,0.352,0.499,0.499,2.301,2.46,2.445,32.73,3.63,2.362,8.265,1.163,17.11,12.471,3.121,3.459,2.973,27.0,18.0,18.0,63.0,1.0,6.0,0.0,8.0,2.0,13.0,15.0,26.0,44.0,4.0,11.0,15.0,14.0,16.0,17.0,32.0,9.0,4.0,1.256,1.197,1.177,0.0,0.0,1.0,60.505,45.0,43.485,9.0,0.485,1.185,1.185,2.93,2.789,2.589
BOS,BOS,2022020558,BOS,NJD,AWAY,20221228,Team Level,4on5,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681,0.098,0.05,0.127,0.021,0.452,0.253,0.098,0.098,0.098,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.012,0.0,0.0,0.109,0.109,0.109
BOS,BOS,2022020558,BOS,NJD,AWAY,20221228,Team Level,5on4,1.0,1.0,1.0,263.0,3.921,0.082,0.395,1.024,0.166,2.88,1.452,0.076,0.082,0.076,4.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,1.0,2.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.102,0.04,0.04,0.145,0.145,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,BOS,2022020578,BOS,BUF,HOME,20221231,Team Level,other,0.751,0.75,0.7,159.0,4.997,0.932,0.456,0.812,0.198,3.255,1.347,0.885,0.932,0.885,6.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.932,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0,0.142,0.0,0.0,1.074,1.074,1.018,2.197,0.309,0.145,0.454,0.085,1.289,0.719,0.309,0.309,0.309,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.056,0.253,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.048,0.0,0.0,0.357,0.357,0.357
BOS,BOS,2022020578,BOS,BUF,HOME,20221231,Team Level,all,0.7481,0.6147,0.625,3833.0,37.316,5.337,3.077,7.714,1.192,19.536,13.144,5.099,5.188,4.957,40.0,10.0,17.0,67.0,3.0,3.0,0.0,7.0,0.0,18.0,19.0,37.0,47.0,4.0,11.0,35.0,30.0,9.0,9.0,19.0,27.0,4.0,0.792,3.589,0.957,1.0,2.0,0.0,64.972,50.0,48.879,3.0,0.72,0.521,0.521,5.536,5.399,5.223,22.437,1.797,1.582,4.37,0.666,11.724,9.86,1.795,1.888,1.886,25.0,5.0,12.0,42.0,4.0,0.0,0.0,5.0,0.0,8.0,13.0,21.0,26.0,6.0,17.0,28.0,27.0,4.0,14.0,20.0,9.0,1.0,0.379,1.201,0.217,1.0,2.0,1.0,43.794,30.0,31.103,4.0,0.366,0.0,0.0,2.163,2.268,2.265
BOS,BOS,2022020578,BOS,BUF,HOME,20221231,Team Level,5on5,0.7231,0.6027,0.6154,3039.0,24.194,3.319,2.007,5.381,0.742,12.2,8.352,3.175,3.169,3.032,26.0,6.0,12.0,44.0,2.0,3.0,0.0,4.0,0.0,10.0,13.0,24.0,30.0,3.0,9.0,23.0,28.0,6.0,8.0,13.0,16.0,3.0,0.431,2.191,0.697,1.0,1.0,0.0,41.972,32.0,30.879,3.0,0.431,0.521,0.521,3.229,3.092,3.026,14.786,1.271,0.981,3.163,0.425,7.992,6.168,1.269,1.362,1.36,16.0,4.0,9.0,29.0,2.0,0.0,0.0,4.0,0.0,5.0,9.0,14.0,18.0,4.0,13.0,21.0,23.0,3.0,10.0,13.0,6.0,1.0,0.26,0.794,0.217,1.0,0.0,1.0,30.794,20.0,21.103,3.0,0.206,0.0,0.0,1.476,1.581,1.578
BOS,BOS,2022020578,BOS,BUF,HOME,20221231,Team Level,4on5,0.9263,0.4545,0.5,367.0,3.066,0.503,0.222,0.353,0.081,0.949,1.891,0.497,0.503,0.497,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,0.101,0.143,0.26,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.052,0.0,0.0,0.555,0.555,0.548,3.014,0.04,0.33,0.541,0.092,1.816,1.18,0.04,0.04,0.04,3.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,3.0,4.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,0.081,0.0,0.0,0.121,0.121,0.121
BOS,BOS,2022020578,BOS,BUF,HOME,20221231,Team Level,5on4,0.7674,0.6923,0.7,268.0,5.059,0.584,0.392,1.168,0.171,3.132,1.554,0.543,0.584,0.543,5.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,3.0,0.0,0.259,0.324,0.0,0.0,1.0,0.0,9.0,7.0,7.0,0.0,0.095,0.0,0.0,0.679,0.679,0.631,2.439,0.177,0.126,0.212,0.064,0.628,1.793,0.177,0.177,0.177,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.023,0.154,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.032,0.0,0.0,0.209,0.209,0.209
BOS,BOS,2022020595,BOS,PIT,HOME,20230102,Team Level,other,0.0,0.2857,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129,0.565,0.16,0.323,0.059,1.479,0.415,0.552,0.565,0.552,2.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.085,0.0,0.48,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.056,0.48,0.48,0.14,0.14,0.14
BOS,BOS,2022020595,BOS,PIT,HOME,20230102,Team Level,all,0.5584,0.4956,0.4875,3600.0,29.781,2.666,2.127,6.771,0.906,15.576,10.954,2.533,2.558,2.429,29.0,10.0,17.0,56.0,2.0,3.0,1.0,9.0,0.0,13.0,12.0,27.0,37.0,3.0,6.0,32.0,31.0,3.0,9.0,27.0,11.0,1.0,0.672,1.62,0.374,0.0,1.0,1.0,53.711,39.0,37.35,1.0,0.455,0.766,0.766,2.355,2.244,2.21,29.577,2.108,1.847,7.207,0.91,15.574,12.419,2.023,2.198,2.11,27.0,14.0,16.0,57.0,1.0,2.0,0.0,9.0,2.0,13.0,14.0,26.0,40.0,3.0,6.0,41.0,19.0,11.0,7.0,32.0,8.0,1.0,0.72,0.908,0.48,0.0,1.0,0.0,59.594,41.0,42.657,4.0,0.411,0.58,0.58,1.874,1.975,1.894
BOS,BOS,2022020595,BOS,PIT,HOME,20230102,Team Level,5on5,0.606,0.4845,0.4783,2872.0,25.589,2.346,1.821,5.816,0.773,12.671,9.574,2.221,2.239,2.117,24.0,9.0,14.0,47.0,2.0,3.0,1.0,8.0,0.0,11.0,9.0,22.0,31.0,1.0,2.0,26.0,26.0,3.0,6.0,22.0,10.0,1.0,0.465,1.507,0.374,0.0,1.0,1.0,44.711,33.0,31.35,1.0,0.382,0.766,0.766,1.962,1.852,1.826,26.083,1.525,1.535,6.638,0.815,13.037,11.515,1.453,1.615,1.54,23.0,13.0,14.0,50.0,1.0,1.0,0.0,8.0,2.0,12.0,12.0,22.0,35.0,3.0,6.0,35.0,16.0,11.0,6.0,28.0,8.0,0.0,0.617,0.908,0.0,0.0,1.0,0.0,52.594,36.0,37.657,4.0,0.319,0.1,0.1,1.679,1.78,1.699
BOS,BOS,2022020595,BOS,PIT,HOME,20230102,Team Level,4on5,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.366,0.018,0.152,0.246,0.036,1.058,0.489,0.018,0.018,0.018,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.037,0.0,0.0,0.055,0.055,0.055
BOS,BOS,2022020595,BOS,PIT,HOME,20230102,Team Level,5on4,1.0,1.0,1.0,250.0,4.191,0.319,0.306,0.956,0.133,2.905,1.381,0.312,0.319,0.312,5.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,0.206,0.113,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.073,0.0,0.0,0.392,0.392,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,BOS,2022020621,BOS,LAK,AWAY,20230105,Team Level,other,1.0,0.5,1.0,33.0,0.557,0.622,0.01,0.014,0.013,0.185,0.156,0.622,0.622,0.622,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.622,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.003,0.0,0.0,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,BOS,2022020621,BOS,LAK,AWAY,20230105,Team Level,all,0.5083,0.4175,0.4179,3600.0,20.685,2.607,1.306,4.406,0.594,10.657,8.431,2.596,2.708,2.697,22.0,6.0,15.0,43.0,5.0,0.0,0.0,5.0,1.0,4.0,13.0,17.0,23.0,2.0,7.0,22.0,30.0,5.0,5.0,18.0,7.0,3.0,0.726,0.728,1.152,1.0,2.0,2.0,44.776,28.0,29.124,5.0,0.286,0.0,0.0,2.893,3.009,2.995,29.671,2.522,1.98,6.6,0.884,15.792,11.223,2.392,2.419,2.293,29.0,10.0,21.0,60.0,2.0,1.0,0.0,5.0,3.0,12.0,16.0,27.0,37.0,2.0,7.0,27.0,24.0,7.0,6.0,27.0,10.0,2.0,0.845,1.166,0.512,1.0,1.0,0.0,57.808,39.0,37.938,2.0,0.417,0.254,0.254,2.685,2.577,2.496
BOS,BOS,2022020621,BOS,LAK,AWAY,20230105,Team Level,5on5,0.4264,0.4271,0.4194,3441.0,19.322,1.682,1.254,4.285,0.56,10.115,8.103,1.672,1.784,1.773,20.0,6.0,15.0,41.0,3.0,0.0,0.0,5.0,1.0,4.0,13.0,17.0,23.0,2.0,7.0,21.0,30.0,5.0,5.0,18.0,7.0,1.0,0.726,0.728,0.228,1.0,2.0,0.0,42.776,26.0,27.124,5.0,0.261,0.0,0.0,1.944,2.06,2.046,27.522,2.263,1.773,6.223,0.817,14.321,10.603,2.14,2.159,2.041,28.0,8.0,19.0,55.0,2.0,1.0,0.0,5.0,1.0,11.0,16.0,26.0,34.0,2.0,7.0,24.0,23.0,7.0,5.0,25.0,9.0,2.0,0.733,1.018,0.512,1.0,1.0,0.0,52.808,36.0,34.938,2.0,0.367,0.254,0.254,2.376,2.267,2.195
BOS,BOS,2022020621,BOS,LAK,AWAY,20230105,Team Level,4on5,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149,0.259,0.207,0.377,0.067,1.47,0.62,0.253,0.259,0.253,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.112,0.148,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.05,0.0,0.0,0.31,0.31,0.301
BOS,BOS,2022020621,BOS,LAK,AWAY,20230105,Team Level,5on4,1.0,1.0,1.0,6.0,0.806,0.302,0.042,0.106,0.021,0.357,0.171,0.302,0.302,0.302,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.302,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.021,0.0,0.0,0.324,0.324,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,BOS,2022020636,BOS,SJS,AWAY,20230107,Team Level,other,0.0,0.2,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.162,0.148,0.108,0.188,0.05,1.094,0.412,0.148,0.148,0.148,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.057,0.091,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.028,0.0,0.0,0.176,0.176,0.176
BOS,BOS,2022020636,BOS,SJS,AWAY,20230107,Team Level,all,0.543,0.4622,0.4762,3600.0,29.744,3.198,2.071,6.386,0.895,15.79,11.66,2.871,3.422,3.085,29.0,11.0,15.0,55.0,4.0,2.0,0.0,11.0,1.0,12.0,10.0,25.0,36.0,4.0,8.0,32.0,16.0,10.0,11.0,30.0,6.0,4.0,1.114,0.694,1.39,2.0,1.0,1.0,60.057,40.0,43.872,6.0,0.457,0.522,0.522,3.132,3.346,3.052,29.939,2.692,2.356,7.422,1.066,18.817,11.645,2.595,2.528,2.438,30.0,14.0,20.0,64.0,2.0,3.0,0.0,7.0,2.0,18.0,12.0,28.0,42.0,3.0,6.0,24.0,27.0,11.0,10.0,34.0,8.0,2.0,1.185,0.964,0.543,1.0,1.0,0.0,59.5,44.0,41.004,4.0,0.513,0.635,0.635,2.571,2.432,2.379
BOS,BOS,2022020636,BOS,SJS,AWAY,20230107,Team Level,5on5,0.5383,0.4848,0.5139,2820.0,27.634,2.318,1.933,6.126,0.835,14.661,11.127,2.202,2.543,2.416,28.0,9.0,11.0,48.0,3.0,2.0,0.0,11.0,1.0,11.0,9.0,25.0,34.0,4.0,8.0,23.0,14.0,9.0,7.0,29.0,6.0,2.0,1.102,0.694,0.522,2.0,1.0,0.0,53.057,37.0,40.872,4.0,0.402,0.522,0.522,2.198,2.411,2.342,23.516,1.988,1.724,6.138,0.87,14.571,9.709,1.904,1.824,1.748,23.0,12.0,16.0,51.0,2.0,3.0,0.0,3.0,2.0,16.0,9.0,21.0,33.0,3.0,6.0,19.0,26.0,10.0,10.0,28.0,5.0,2.0,0.896,0.549,0.543,1.0,1.0,0.0,46.5,35.0,32.004,4.0,0.353,0.635,0.635,1.707,1.568,1.53
BOS,BOS,2022020636,BOS,SJS,AWAY,20230107,Team Level,4on5,0.0,0.1,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261,0.556,0.525,1.096,0.146,3.153,1.524,0.542,0.556,0.542,6.0,1.0,2.0,9.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,0.232,0.324,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0,0.132,0.0,0.0,0.688,0.688,0.672
BOS,BOS,2022020636,BOS,SJS,AWAY,20230107,Team Level,5on4,1.0,1.0,1.0,177.0,2.11,0.88,0.138,0.26,0.06,1.129,0.533,0.669,0.88,0.669,1.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.012,0.0,0.868,0.0,0.0,1.0,5.0,3.0,3.0,0.0,0.055,0.0,0.0,0.935,0.935,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
